Year Published;Min Players;Max Players;Play Time;Min Age;Owned Users;Mechanics;Domains
2018;2;4;60;14;4321;Grid Movement, Hexagon Grid, Mancala, Rondel, Variable Player Powers;Strategy Games
2015;2;4;120;14;9158;Dice Rolling, Hand Management, Variable Player Powers;Customizable Games
2015;1;7;25;8;11840;Card Drafting, Highest-Lowest Scoring, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Tile Placement;Family Games
2014;2;2;150;12;3683;Campaign / Battle Card Driven, Card Drafting, Simulation;Strategy Games
2011;2;4;120;14;5015;Action Points, Dice Rolling, Hexagon Grid, Modular Board, Tile Placement;Strategy Games, Thematic Games
2009;2;4;120;12;7024;Hand Management, Random Production;Strategy Games
2003;2;2;30;8;11218;Area Majority / Influence, Enclosure, Tile Placement;Family Games, Strategy Games
2010;1;4;30;13;12786;Card Drafting, Deck Bag and Pool Building, Hand Management;Strategy Games
1994;2;10;45;8;28463;Hand Management, Kill Steal, Score-and-Reset Game, Simultaneous Action Selection;Family Games
2014;2;4;45;9;3399;Dice Rolling, Grid Movement, Hand Management, Variable Player Powers;Customizable Games
2011;4;12;30;12;4143;Line Drawing, Paper-and-Pencil;Party Games
2009;1;2;480;12;3635;Hexagon Grid, Secret Unit Deployment, Simulation, Solo / Solitaire Game;Wargames
2015;1;3;300;14;3685;Auction/Bidding, Campaign / Battle Card Driven, Dice Rolling, Negotiation, Tug of War;Strategy Games, Wargames
2014;2;5;60;13;3698;Card Drafting, Income, Set Collection;Strategy Games
2012;2;2;150;12;3864;Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Events, Hand Management, Simulation;Strategy Games, Wargames
2017;2;5;180;12;5155;Action Queue, Area Majority / Influence, Hand Management, Simultaneous Action Selection;Strategy Games
2017;1;6;60;8;8830;Area Majority / Influence, Dice Rolling, Force Commitment, Grid Movement, Pick-up and Deliver, Solo / Solitaire Game, Take That;Family Games
1959;2;7;360;12;20189;Area Majority / Influence, Area Movement, Negotiation, Player Elimination, Prisoner's Dilemma, Simultaneous Action Selection;Strategy Games, Wargames
2018;2;4;45;8;9899;Hand Management, Pattern Building;Abstract Games, Family Games
2017;1;2;40;10;10419;Tile Placement, Worker Placement;Strategy Games
2012;2;4;30;12;9175;Card Drafting, Drafting, Simultaneous Action Selection, Tile Placement, Variable Player Powers;Strategy Games
2017;1;4;45;10;8214;Card Drafting, Hand Management, Set Collection, Solo / Solitaire Game, Tile Placement, Variable Player Powers, Worker Placement;Family Games, Strategy Games
2010;2;4;90;10;6693;Card Drafting, Loans, Set Collection, Worker Placement;Strategy Games
2015;2;4;75;13;4558;Deck Bag and Pool Building, Hand Management, Set Collection, Tile Placement, Variable Player Powers;Strategy Games
2009;2;2;45;13;7561;Hand Management, Variable Player Powers;Customizable Games, Strategy Games
2010;1;6;60;13;21379;Action Queue, Cooperative Game, Dice Rolling, Hand Management, Move Through Deck, Solo / Solitaire Game, Variable Player Powers;Thematic Games
1630;2;4;30;10;12471;Hand Management;Abstract Games, Family Games
2010;2;2;90;0;4449;Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Movement Points, Point to Point Movement, Simulation, Variable Player Powers;Wargames
2014;2;6;40;10;21868;Area Movement, Card Drafting, Dice Rolling, Die Icon Resolution, King of the Hill, Player Elimination, Push Your Luck, Re-rolling and Locking, Take That;Family Games
2019;1;5;60;10;8686;Card Drafting, Set Collection, Solo / Solitaire Game;Family Games, Strategy Games
2016;1;5;75;10;11663;Action Points, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Secret Unit Deployment, Tile Placement, Variable Player Powers;Strategy Games, Thematic Games
2008;1;4;120;10;3893;Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation;Wargames
2014;2;6;30;8;16822;Pick-up and Deliver, Push Your Luck, Roll / Spin and Move;Family Games
2009;2;4;120;12;4862;Push Your Luck, Tile Placement, Worker Placement;Strategy Games
2018;2;4;15;8;32157;Communication Limits, Cooperative Game;Family Games, Party Games
2016;2;4;45;10;10888;Card Drafting, Hand Management, Pattern Building, Push Your Luck, Set Collection;Family Games
2005;3;7;25;10;18444;Betting and Bluffing, Paper-and-Pencil;Party Games
2018;1;5;90;12;3923;Action Queue, Area Majority / Influence, Layering, Network and Route Building, Simultaneous Action Selection, Solo / Solitaire Game;Strategy Games
2014;2;4;100;12;5009;Area Majority / Influence, Dice Rolling, Moving Multiple Units, Pick-up and Deliver, Point to Point Movement, Slide/Push, Stock Holding, Worker Placement;Strategy Games
2016;1;6;150;12;9722;Cooperative Game;Family Games, Thematic Games
2015;2;4;30;10;17577;Action Queue, Hand Management, Push Your Luck, Set Collection;Strategy Games
2016;2;2;45;10;6422;Action/Event, Advantage Token, Area Majority / Influence, Campaign / Battle Card Driven, End Game Bonuses, Hand Management, Tug of War;Strategy Games, Wargames
2011;1;5;60;12;11712;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers;Thematic Games
2007;2;5;120;12;4724;Auction/Bidding, Card Drafting, Hand Management, Set Collection, Sudden Death Ending, Worker Placement;Strategy Games
2007;2;2;180;12;2860;Area Movement, Secret Unit Deployment, Simulation;Wargames
2012;2;5;180;14;4386;Action Queue, Auction/Bidding, Hand Management, Map Deformation, Set Collection, Worker Placement;Strategy Games, Thematic Games
2006;2;4;50;14;8173;Area Majority / Influence, Grid Movement, Hand Management, Modular Board, Set Collection;Family Games, Strategy Games
2018;2;6;50;10;21925;Hand Management, Take That, Variable Player Powers;Family Games
2016;1;2;45;14;16522;Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Melding and Splaying, Move Through Deck, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers;Thematic Games
2009;2;4;45;10;6468;Commodity Speculation, Contracts, Mancala, Once-Per-Game Abilities, Rondel, Set Collection;Family Games
2014;2;2;60;14;9731;Deck Bag and Pool Building, Dice Rolling, Variable Player Powers;Customizable Games
2013;2;7;60;8;4581;Communication Limits, Cooperative Game, Hand Management;Party Games, Thematic Games
2015;1;4;120;14;12375;Cooperative Game, Dice Rolling, Hand Management, Push Your Luck, Variable Player Powers;Thematic Games
2014;3;8;15;13;25451;Acting, Memory, Role Playing, Roles with Asymmetric Information, Targeted Clues, Traitor Game, Voting;Party Games
2019;2;4;180;14;2208;Commodity Speculation, Ownership, Stock Holding, Tile Placement, Variable Player Powers, Worker Placement;Strategy Games
2015;1;5;10;10;10645;Card Drafting, Cooperative Game, Dice Rolling, Drafting, Elapsed Real Time Ending, Pattern Building, Real-Time, Solo / Solitaire Game;Family Games
1977;2;2;60;14;6030;Critical Hits and Failures, Dice Rolling, Events, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Set-up;Wargames
2017;2;2;30;12;4326;Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board, Variable Player Powers;Customizable Games
2000;2;4;20;7;30712;Enclosure, Grid Coverage, Hand Management, Tile Placement;Abstract Games
2004;2;2;45;12;9870;Action Points, Hand Management, Set Collection;Strategy Games
2014;3;5;90;14;8477;Action Queue, Area Majority / Influence, Pick-up and Deliver, Point to Point Movement, Programmed Movement, Simultaneous Action Selection;Strategy Games
2019;2;4;45;8;6810;Action Retrieval, Contracts, Increase Value of Unchosen Resources, Set Collection, Tile Placement, Worker Placement;Family Games, Strategy Games
2017;2;4;120;14;7742;Area Majority / Influence, Modular Board, Variable Player Powers;Strategy Games
2018;2;4;15;7;4158;Cooperative Game, Dice Rolling, Legacy Game, Point to Point Movement, Variable Player Powers;Children's Games, Family Games
2015;1;4;90;12;6888;Drafting, End Game Bonuses, Income, Simulation, Worker Placement;Family Games
2019;1;4;120;12;3798;Tile Placement, Worker Placement;Strategy Games
2004;2;4;120;10;5509;Area Majority / Influence, Card Drafting, Commodity Speculation, Hand Management, Tile Placement;Strategy Games
1999;2;2;60;9;5577;Grid Movement, Map Reduction, Set Collection;Abstract Games
2012;5;10;20;8;8302;Line Drawing, Role Playing, Targeted Clues;Party Games
2008;2;2;180;12;3212;Campaign / Battle Card Driven, Hexagon Grid, Simulation, Variable Phase Order;Wargames
2014;2;6;90;13;7026;Auction/Bidding, Grid Movement, Once-Per-Game Abilities, Set Collection, Turn Order: Auction;Strategy Games
2019;2;5;15;8;7873;Card Drafting, Dice Rolling, Drafting, Set Collection, Simultaneous Action Selection;Family Games
2018;1;6;60;10;4028;Cooperative Game, Storytelling;Thematic Games
2008;3;4;90;13;3907;Action Points, Auction/Bidding, Dice Rolling, Time Track;Strategy Games
2018;2;5;45;10;6811;Hand Management, Line Drawing, Measurement Movement, Secret Unit Deployment, Storytelling, Team-Based Game, Variable Player Powers;Family Games, Thematic Games
2014;2;4;30;9;18434;Hand Management, Player Elimination, Set Collection, Variable Set-up;Family Games
2020;2;6;30;8;5157;Card Drafting, Dice Rolling, King of the Hill, Player Elimination, Push Your Luck;
2019;1;4;120;12;5198;Bias, Dice Rolling, Hand Management, Slide/Push, Solo / Solitaire Game, Tile Placement, Variable Set-up, Worker Placement with Dice Workers;Strategy Games
2012;2;2;60;10;10028;Hand Management, Variable Player Powers;Customizable Games
2013;2;5;75;12;7056;Auction: Dutch Priority, Events, Income, Worker Placement;Strategy Games
2009;2;4;30;9;5620;Dice Rolling, Grid Movement, Hand Management, Variable Player Powers;Customizable Games, Strategy Games
2018;1;4;120;13;5239;Action Retrieval, Cooperative Game, Hexagon Grid, Network and Route Building, Solo / Solitaire Game, Sudden Death Ending, Time Track;Strategy Games
2017;2;4;60;13;4687;Hidden Movement, Point to Point Movement, Secret Unit Deployment, Team-Based Game;Strategy Games, Thematic Games
2017;2;4;110;14;6064;Area Movement, Set Collection, Variable Player Powers, Worker Placement;Strategy Games
2012;2;6;420;12;3002;Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation, Team-Based Game, Variable Phase Order, Variable Player Powers;Strategy Games, Wargames
1999;2;6;90;12;4329;Card Drafting, Network and Route Building, Stock Holding;Strategy Games
2018;2;5;60;10;3585;Area Majority / Influence, Auction/Bidding, Auction: Once Around, Closed Economy Auction;Strategy Games
2019;2;5;90;12;3833;Grid Coverage, Network and Route Building, Pick-up and Deliver, Team-Based Game, Tile Placement;Strategy Games
2013;2;5;90;12;4498;Worker Placement;Strategy Games
2012;2;4;180;13;3599;Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation;Wargames
2004;3;4;210;12;3299;Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation;Wargames
2014;1;5;45;14;5746;Cooperative Game, Deck Bag and Pool Building;Customizable Games, Thematic Games
2014;2;6;150;14;6379;Area Majority / Influence, Deck Bag and Pool Building, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Variable Player Powers;Strategy Games
2004;2;4;45;8;6349;Area Majority / Influence, Tile Placement;Family Games, Strategy Games
2020;1;4;100;12;3184;Market, Point to Point Movement, Set Collection, Solo / Solitaire Game, Tile Placement;Strategy Games
2014;3;5;75;14;3660;Area Majority / Influence, Hand Management, Variable Player Powers, Worker Placement;Strategy Games
2016;2;7;45;10;12277;Deck Bag and Pool Building, Hand Management, Simultaneous Action Selection, Team-Based Game;Strategy Games
1800;2;6;30;8;16159;Betting and Bluffing, Dice Rolling, Player Elimination;Family Games, Party Games
1999;1;99;30;10;8233;Grid Movement, Modular Board;Abstract Games
2018;2;5;75;14;3162;Action Drafting, Card Drafting, Follow, Increase Value of Unchosen Resources, Race, Turn Order: Claim Action, Variable Phase Order, Variable Player Powers;Strategy Games
2009;2;4;30;9;5321;Dice Rolling, Grid Movement, Hand Management, Variable Player Powers;Customizable Games, Strategy Games
2017;2;2;20;10;7726;Hand Management, Memory, Secret Unit Deployment;Family Games
2014;4;8;30;10;18401;Card Drafting, Player Elimination, Simultaneous Action Selection, Take That, Variable Player Powers;Party Games
2020;2;4;30;10;4516;Bingo, Catch the Leader, Enclosure, Grid Coverage, Legacy Game, Scenario / Mission / Campaign Game, Tile Placement, Victory Points as a Resource;Strategy Games
2015;2;6;30;8;11169;Betting and Bluffing, Dice Rolling, Hidden Victory Points, Push Your Luck;Family Games
2009;1;5;60;12;10610;Card Drafting, Deck Bag and Pool Building, Hand Management;Strategy Games, Thematic Games
2017;2;4;120;12;4964;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Simulation, Sudden Death Ending, Team-Based Game, Turn Order: Random, Variable Player Powers;Wargames
2001;3;4;90;10;4490;Area Majority / Influence, Card Drafting, I Cut You Choose;Strategy Games
1925;4;4;60;12;1852;Auction/Bidding, Hand Management, Predictive Bid, Team-Based Game, Trick-taking, Turn Order: Claim Action, Turn Order: Progressive;Abstract Games, Strategy Games
2001;2;5;120;12;7297;Auction/Bidding, Bribery, Dice Rolling, Grid Movement, Negotiation, Pick-up and Deliver, Set Collection, Trading;Strategy Games
2014;2;2;45;12;11691;Area Majority / Influence, Hand Management, Take That, Variable Player Powers;Strategy Games, Thematic Games
2003;3;5;75;10;4420;Area Majority / Influence, Auction/Bidding, Bribery, Commodity Speculation, Tile Placement;Strategy Games
2012;2;4;60;10;4323;Set Collection, Tile Placement;Strategy Games
2004;2;5;90;12;5519;Area Majority / Influence, Network and Route Building, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers;Strategy Games
2009;2;4;90;14;4053;Auction/Bidding, Auction: Fixed Placement, Constrained Bidding, Income, Loans;Strategy Games
2007;2;6;90;12;18057;Dice Rolling, Hand Management, Modular Board, Roll / Spin and Move, Team-Based Game, Variable Player Powers;Thematic Games
2007;3;5;90;12;3053;Auction/Bidding, Auction: Sealed Bid, Commodity Speculation, Pick-up and Deliver, Set Collection;Strategy Games
2012;2;2;30;10;12502;Card Drafting, Hand Management, Set Collection;Family Games
2014;2;2;45;13;6036;Action Points, Hand Management, Pick-up and Deliver, Tile Placement;Strategy Games
2010;2;5;120;13;3320;Card Drafting, Hand Management, Loans, Market, Network and Route Building;Strategy Games
2017;2;4;20;5;6685;Dice Rolling, Single Loser Game, Stacking and Balancing;Children's Games, Family Games
2011;2;4;120;13;8090;Communication Limits, Deduction, Grid Movement, Hand Management, Memory, Team-Based Game;Strategy Games, Thematic Games
2019;1;4;60;8;4588;Contracts, Race, Tile Placement, Time Track;Abstract Games
2015;2;4;120;12;3132;Dice Rolling, Set Collection, Worker Placement;Strategy Games
2007;2;4;60;8;4651;Dice Rolling, Modular Board;Customizable Games, Thematic Games
2011;1;4;30;13;5273;Card Drafting, Deck Bag and Pool Building, Hand Management;Strategy Games
2008;1;4;45;8;12912;Dice Rolling, Paper-and-Pencil, Re-rolling and Locking, Solo / Solitaire Game;Family Games, Strategy Games
2005;2;4;100;12;6405;Area Majority / Influence, Hand Management, Modular Board, Set Collection;Strategy Games
2011;2;5;120;10;4937;Card Drafting, Deck Bag and Pool Building, Hand Management;Strategy Games
2018;1;4;180;14;4326;Action Points, Area Majority / Influence, Follow, Take That, Variable Player Powers, Worker Placement;Strategy Games
2018;1;4;120;12;5209;Area Majority / Influence, Card Drafting, Cooperative Game, Semi-Cooperative Game, Solo / Solitaire Game, Tile Placement, Worker Placement;Strategy Games
2005;3;8;30;8;21090;Move Through Deck, Push Your Luck, Simultaneous Action Selection;Family Games
2010;2;4;30;10;72605;Action Points, Cooperative Game, Grid Movement, Hand Management, Map Reduction, Modular Board, Pick-up and Deliver, Set Collection, Solo / Solitaire Game, Variable Player Powers;Family Games
2020;1;4;180;14;3901;Action Points, Hand Management, Variable Phase Order, Worker Placement;Strategy Games
2011;2;5;90;13;4423;Action Points, Area Movement, Modular Board, Worker Placement;Strategy Games
2016;1;4;60;12;11923;Card Drafting, Hand Management, Set Collection;Strategy Games
2000;3;5;60;12;3180;Area Majority / Influence, Card Drafting, Hand Management, Network and Route Building;Family Games, Strategy Games
2011;2;5;15;5;14378;Hand Management, Stacking and Balancing;Children's Games, Family Games
2011;3;6;25;9;4699;Line Drawing;Party Games
2014;2;7;90;10;4032;Hand Management, Race;Thematic Games
2004;2;4;45;13;3760;Dice Rolling, Flicking;Family Games, Party Games
2017;1;4;45;12;4864;Action Timer, Cooperative Game, Real-Time, Simulation, Worker Placement;Family Games, Thematic Games
2017;2;5;125;14;6320;Card Drafting, Hand Management, Loans, Set Collection, Take That;Strategy Games, Thematic Games
2017;1;4;90;12;3367;Action Drafting, Action Points, Card Drafting, Set Collection, Turn Order: Claim Action;Strategy Games
2015;2;5;90;14;4956;Flicking, Player Elimination, Role Playing, Team-Based Game, Variable Player Powers;Thematic Games
2016;3;5;60;12;7380;Action Points, Area Majority / Influence, Card Drafting, Grid Movement, Hand Management, Kill Steal;Strategy Games, Thematic Games
2011;1;5;60;12;11963;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers;Thematic Games
2017;1;4;60;14;16135;Area Movement, Dice Rolling, Modular Board, Push Your Luck;Strategy Games
2013;1;4;60;8;5103;Card Drafting, End Game Bonuses, Hand Management, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Worker Placement, Worker Placement, Different Worker Types;Strategy Games, Thematic Games
1980;2;4;30;9;11832;Dice Rolling, Push Your Luck;Family Games
2017;2;5;45;8;4648;Cooperative Game;Strategy Games
1986;3;5;300;12;5766;Area Movement, Dice Rolling, Simulation, Stat Check Resolution, Voting;Wargames
2016;2;5;90;14;7209;Area Majority / Influence, Area Movement, Dice Rolling, Interrupts, Modular Board, Team-Based Game, Variable Player Powers;Thematic Games
2015;2;4;30;8;16186;Hand Management, Pattern Building, Set Collection, Tile Placement;Family Games
2018;1;4;180;14;4175;Action Points, Cooperative Game, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Variable Player Powers;Strategy Games, Thematic Games
2018;2;4;30;10;4214;Deck Bag and Pool Building, Delayed Purchase, Hand Management, Take That;Strategy Games
2015;2;4;30;10;6439;Card Drafting, Deck Bag and Pool Building, Dice Rolling, Hand Management, Race, Set Collection, Take That;Family Games, Strategy Games
2007;3;5;90;12;4573;Area Majority / Influence, Auction/Bidding, Catch the Leader, Variable Player Powers;Strategy Games
2015;2;10;45;7;14282;Flicking, Pick-up and Deliver, Team-Based Game;Family Games, Thematic Games
2017;2;5;120;13;6052;Action Points, Dice Rolling, Market, Modular Board, Pick-up and Deliver, Variable Player Powers;Strategy Games, Thematic Games
2000;2;5;60;10;5431;Auction/Bidding, Closed Economy Auction, Set Collection;Family Games, Strategy Games
2003;2;4;60;10;5833;Modular Board, Network and Route Building, Tile Placement;Strategy Games
2018;1;6;30;8;7614;Bingo, Connections, Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil;Family Games
2019;1;4;180;13;2877;Action Queue, Bias, Cooperative Game, Dice Rolling, Hexagon Grid, Modular Board, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Turn Order: Progressive, Variable Player Powers;Strategy Games
2016;2;5;120;10;6439;Card Drafting, Hand Management, Network and Route Building, Set Collection;Family Games
2017;2;5;30;8;12480;Cooperative Game, Hand Management, Move Through Deck, Real-Time, Variable Player Powers;Family Games
2018;1;2;15;10;7907;Cooperative Game, Deck Bag and Pool Building, Hand Management, Memory, Simultaneous Action Selection, Solo / Solitaire Game;Family Games
2020;2;4;40;10;6407;Deck Bag and Pool Building, Follow, Hand Management;Strategy Games
2005;1;2;360;12;4564;Action Points, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hexagon Grid, Simulation;Wargames
2012;2;2;120;12;3209;Area Majority / Influence, Area Movement, Dice Rolling, Simulation, Variable Phase Order, Victory Points as a Resource;Strategy Games, Wargames
1984;3;6;45;10;13993;Betting and Bluffing, Hand Management, Trick-taking;Family Games
2007;2;5;45;8;17574;Set Collection, Tile Placement;Family Games
2013;4;12;40;10;23995;Communication Limits, Team-Based Game;Party Games
2011;1;2;30;13;5071;Card Drafting, Deck Bag and Pool Building, Hand Management;Strategy Games
2019;2;5;150;14;3164;End Game Bonuses, Income, Loans, Modular Board, Set Collection, Take That, Turn Order: Auction, Worker Placement with Dice Workers;Strategy Games
1850;3;4;120;8;9160;Hand Management, Set Collection;Abstract Games
2012;2;5;15;8;17019;Bingo, Dice Rolling, Paper-and-Pencil;Family Games
2015;2;4;60;14;6570;Contracts, Deck Bag and Pool Building, Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers;Strategy Games
2019;1;4;120;14;3386;Action Points, Card Drafting, Dice Rolling, Drafting, Set Collection, Variable Player Powers;Strategy Games
2014;2;2;60;14;7945;Deck Bag and Pool Building, Dice Rolling;Customizable Games
2008;2;5;60;10;6430;Hand Management, Modular Board, Player Elimination, Race;Family Games, Strategy Games
2010;1;5;60;12;14791;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers;Thematic Games
2016;2;5;30;8;7552;Set Collection, Worker Placement;Family Games
2000;2;5;120;12;6537;Area Majority / Influence, Card Drafting, Commodity Speculation, Modular Board, Tile Placement;Strategy Games
2015;1;5;45;17;5279;Card Drafting, Cooperative Game, Deck Bag and Pool Building, Player Elimination;Thematic Games
2020;1;4;60;14;5226;Card Drafting, Set Collection, Tile Placement, Variable Player Powers;Family Games
2015;1;4;60;14;8883;Card Drafting, End Game Bonuses, Hand Management, Income, Ownership, Simulation, Solo / Solitaire Game;Strategy Games
2005;2;6;120;12;3757;Area Majority / Influence, Area Movement, Rondel;Strategy Games
2018;1;4;75;12;3590;Action Queue, Hand Management, Modular Board, Pick-up and Deliver, Rondel, Solo / Solitaire Game, Worker Placement;Strategy Games
2012;2;5;45;15;10043;Card Drafting, Deck Bag and Pool Building;Thematic Games
2000;2;4;120;12;2472;Campaign / Battle Card Driven, Dice Rolling, Simultaneous Action Selection;Thematic Games
2017;1;5;50;14;8767;Cooperative Game, Hand Management, Solo / Solitaire Game;Thematic Games
2017;2;5;45;8;6672;Card Drafting, Pattern Building, Push Your Luck, Stacking and Balancing;Family Games, Party Games
2015;1;12;60;14;6760;Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Team-Based Game, Variable Player Powers;Thematic Games
2012;1;4;240;14;6543;Commodity Speculation, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move;Strategy Games, Thematic Games
2018;2;2;30;14;3995;Area Majority / Influence, Card Play Conflict Resolution, Hand Management;Strategy Games
2018;2;2;200;12;3401;Area Majority / Influence, Campaign / Battle Card Driven, Card Play Conflict Resolution, Dice Rolling, Point to Point Movement, Simulation;Wargames
2015;2;4;60;13;3036;Area Majority / Influence, Mancala, Modular Board, Network and Route Building, Set Collection;Strategy Games
2017;4;10;10;8;6136;Hidden Roles, Roles with Asymmetric Information, Traitor Game, Variable Player Powers, Voting;Party Games
1991;3;6;270;12;5392;Area Majority / Influence, Dice Rolling, Hand Management;Strategy Games, Thematic Games
2015;2;2;45;14;10782;Area Majority / Influence, Hand Management, Variable Player Powers;Strategy Games
2012;1;5;120;12;4179;Area Majority / Influence, Card Drafting, Solo / Solitaire Game, Worker Placement;Strategy Games
2010;2;5;45;8;4747;Auction/Bidding, Auction: Dutch Priority, Set Collection;Family Games, Strategy Games
2017;2;5;90;14;4074;Area Majority / Influence, Hand Management, Secret Unit Deployment, Variable Player Powers;Strategy Games, Wargames
2016;2;5;75;10;2879;Deck Bag and Pool Building, Hand Management, Race;Family Games, Strategy Games
2011;1;5;45;12;4284;Card Drafting, Deck Bag and Pool Building, Hand Management;Strategy Games, Thematic Games
2006;2;4;45;6;28508;Hand Management, Pattern Building, Tile Placement;Abstract Games, Family Games
2014;2;2;60;12;4152;Action Points, Dice Rolling, Grid Movement, Modular Board, Stat Check Resolution;Thematic Games
2010;2;2;15;14;12549;Map Deformation, Modular Board;Strategy Games
2016;1;4;240;14;4069;Cooperative Game, Deck Bag and Pool Building, Hexagon Grid, Modular Board, Solo / Solitaire Game, Tile Placement, Variable Player Powers;Strategy Games
2007;2;6;45;12;8590;Hand Management, Set Collection;Family Games
2018;2;4;60;14;8656;Rock-Paper-Scissors, Set Collection, Simultaneous Action Selection, Take That;Family Games
2019;2;3;60;10;8322;Hand Management, Take That, Variable Player Powers;Family Games
2019;1;4;90;14;3370;Action Queue, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Deck Bag and Pool Building, Hand Management, Modular Board, Variable Player Powers;Strategy Games
2017;1;4;20;13;10053;Card Drafting, Worker Placement;Strategy Games
2010;2;4;60;9;3518;Hand Management, Programmed Movement, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers;Strategy Games
2012;3;6;180;14;7269;Alliances, Area Majority / Influence, Auction/Bidding, Force Commitment, Hand Management, Point to Point Movement, Team-Based Game, Variable Player Powers;Strategy Games, Thematic Games
2005;3;5;60;10;5820;Auction/Bidding, Auction: Turn Order Until Pass, Betting and Bluffing, Commodity Speculation, Dice Rolling, Worker Placement;Family Games
2014;2;4;45;14;6725;Card Drafting, Deck Bag and Pool Building, Hand Management, Set Collection;Strategy Games
2014;2;2;60;14;5373;Area Majority / Influence, Area-Impulse, Hand Management;Customizable Games
2018;1;4;120;14;3574;Action Points, Area Majority / Influence, Deck Construction, Hand Management, Point to Point Movement, Team-Based Game, Variable Player Powers;Strategy Games
2017;2;5;30;12;3482;Communication Limits, Cooperative Game, Deduction, Hand Management, Pattern Building;Strategy Games
2016;2;4;90;12;3860;Network and Route Building, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
2019;2;4;90;14;5350;Action Points, Action Queue, Area Movement, Dice Rolling, Team-Based Game, Variable Phase Order, Variable Player Powers;Thematic Games
2012;2;4;60;14;6880;Grid Movement, Hand Management, Line of Sight, Map Deformation, Modular Board, Player Elimination, Take That, Variable Set-up;Thematic Games
2016;1;4;60;8;10739;Card Drafting, Grid Coverage, Pattern Building, Tile Placement;Family Games
2014;2;2;45;12;9539;Area Majority / Influence, Hand Management, Take That, Variable Player Powers;Family Games, Strategy Games
1999;3;5;120;14;3222;Network and Route Building, Pick-up and Deliver, Turn Order: Claim Action, Turn Order: Progressive, Worker Placement;Strategy Games
2017;2;2;60;12;3966;Grid Movement, Mancala, Network and Route Building, Square Grid;Abstract Games
2014;3;4;60;14;7769;Area Movement, Grid Movement, Hand Management, Pick-up and Deliver, Take That, Variable Player Powers;Family Games
2019;1;7;120;10;3106;Cooperative Game, Dice Rolling, Push Your Luck, Solo / Solitaire Game, Variable Player Powers, Worker Placement;Family Games, Strategy Games
2018;1;4;60;8;3630;Cooperative Game, Physical Removal, Stacking and Balancing;Family Games
2017;1;6;60;10;4886;Action Points, Cooperative Game, Dice Rolling, Grid Movement, Map Addition, Modular Board, Point to Point Movement, Push Your Luck, Tile Placement, Variable Player Powers;Thematic Games
2016;2;4;45;12;5486;Card Drafting, Simultaneous Action Selection, Tile Placement, Variable Phase Order;Strategy Games
2016;2;4;45;10;5222;Area Majority / Influence, Card Drafting, Set Collection;Family Games, Strategy Games
2018;1;4;240;12;3395;Hand Management, Point to Point Movement, Solo / Solitaire Game;Strategy Games
2017;2;4;40;7;6494;Card Drafting, Set Collection, Victory Points as a Resource;Family Games
2009;2;4;120;10;5080;Action Points, Area Majority / Influence, Point to Point Movement, Team-Based Game, Variable Player Powers;Strategy Games
2019;2;4;60;12;7936;Area Movement, Card Play Conflict Resolution, Hidden Movement, Map Reduction, Modular Board, Player Elimination, Secret Unit Deployment, Team-Based Game, Variable Player Powers;Thematic Games
1996;2;2;45;10;3241;Action Points;Customizable Games
2010;2;2;120;10;12706;Card Drafting, Dice Rolling, Hand Management;Strategy Games
